leftRule;rightRule;ball.x;ball.y;lr0.x;lr0.y;lr1.x;lr1.y;lr2.x;lr2.y;lr3.x;lr3.y;lr4.x;lr4.y;rr0.x;rr0.y;rr1.x;rr1.y;rr2.x;rr2.y;rr3.x;rr3.y;rr4.x;rr4.y;score;time;control;leftChoosedOffensiveRobot.x;leftChoosedOffensiveRobot.y;rightChoosedOffensiveRobot.x;rightChoosedOffensiveRobot.y
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;2;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;0;0;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;4;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;4;1;3;2
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;3;1;3;2
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;2;4;3;6;2;0:0;01:55;1;3;1;3;2
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:55;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:55;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:55;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:55;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:54;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;3;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;3;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;3;1;3;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;2;1;3;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;2;1;3;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;3;1;4;3;6;2;0:0;01:53;1;2;1;3;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;1;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;2;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:53;2;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;1;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;1;4;3;6;2;0:0;01:52;2;2;1;2;1
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;1;2;2
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;1;2;2
11;2;2;2;5;1;5;4;2;1;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;1;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
11;2;2;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;5;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;4;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;4;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;4;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;4;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:52;2;2;2;2;2
15;2;1;2;4;1;5;4;2;2;5;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:51;2;2;2;2;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:51;2;2;2;2;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:51;2;2;2;2;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:51;2;2;2;2;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:51;2;2;2;2;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;2;2;4;3;6;2;0:0;01:51;2;2;2;2;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;1;2;4;3;6;2;0:0;01:51;2;2;2;1;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;1;2;4;3;6;2;0:0;01:51;2;2;2;1;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;1;2;4;3;6;2;0:0;01:51;2;2;2;1;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;1;2;4;3;6;2;0:0;01:51;2;2;2;1;2
15;2;1;2;4;1;4;4;2;2;4;4;1;2;3;2;3;3;1;2;4;3;6;2;0:0;01:51;2;2;2;1;2
15;2;1;3;4;1;4;4;2;2;4;4;1;2;3;2;3;3;1;2;4;3;6;2;0:0;01:51;2;2;2;1;2
15;2;1;3;4;1;4;4;2;2;4;4;1;2;3;2;3;3;1;2;4;3;6;2;0:0;01:51;2;2;2;1;2
10;2;4;3;3;2;3;3;2;2;2;3;1;2;4;2;4;3;5;2;5;3;6;2;0:1;01:51;0;3;3;4;3
10;2;4;3;3;2;3;3;2;2;2;3;1;2;4;2;4;3;5;2;5;3;6;2;0:1;01:51;0;3;3;4;3
